Temporada,Posicion J38,Equipo,Puntos J38,PJ Total,G Total,E Total,PTotal,GF Total,GC Total,Dif Total,Posicion J29,Equipo J29,Puntos J29,PJ 29,G 29,E 29,P 29,GF 29,GC 29,Dif 29
2022,14,R. C. D. Espanyol,42,38,10,12,16,40,53,-13,14,Elche C. F.,32,29,8,8,13,30,40,-10
2022,15,Getafe C. F.,39,38,8,15,15,33,40,-7,15,Getafe C. F.,29,29,6,11,12,27,33,-6
2022,16,R. C. D. Mallorca,39,38,10,9,19,36,63,-27,16,Granada C. F.,28,29,6,10,13,31,46,-15
2022,17,Cádiz C. F.,39,38,8,15,15,35,51,-16,17,Cádiz C. F.,27,29,5,12,12,25,41,-16
2022,18,Granada C. F.,38,38,8,14,16,44,61,-17,18,R. C. D. Mallorca,26,29,6,8,15,26,49,-23
2022,19,Levante U. D. ,35,38,8,11,19,51,76,-25,19,Deportivo Alavés,22,29,5,7,17,23,48,-25
2022,20,Deportivo Alavés,31,38,8,7,23,31,65,-34,20,Levante U. D.,19,29,3,10,16,31,58,-27
2023,1,Barcelona,88,38,28,4,6,70,20,50,1,Barcelona,73,29,23,4,2,53,9,44
2023,2,Real Madrid C. F.,78,38,24,6,8,75,36,39,2,Real Madrid C. F.,62,29,19,5,5,61,24,37
2023,3,Atlético de Madrid,77,38,23,8,7,70,33,37,3,Atlético de Madrid,60,29,18,6,5,47,21,26
2023,4,Real Sociedad,71,38,21,8,9,51,35,16,4,Real Sociedad,51,29,15,6,8,37,28,9
2023,5,Villarreal C. F.,64,38,19,7,12,59,40,19,5,Real Betis Balompié,48,29,14,6,9,37,30,7
2023,6,Real Betis Balompié,60,38,17,9,12,46,41,5,6,Villarreal C. F.,47,29,14,5,10,38,28,10
2023,7,C. A. Osasuna,53,38,15,8,15,37,42,-5,7,Athletic Club,43,29,12,7,10,40,29,11
2023,8,Athletic Club,51,38,14,9,15,47,43,4,8,Rayo Vallecano,40,29,10,10,9,35,34,1
2023,9,R. C. D. Mallorca,50,38,14,8,16,37,43,-6,9,Girona F. C.,38,29,10,8,11,44,42,2
2023,10,Girona F. C.,49,38,13,10,15,58,55,3,10,C. A. Osasuna,38,29,10,8,11,25,30,-5
2023,11,Rayo Vallecano,49,38,13,10,15,45,53,-8,11,R. C. D. Mallorca,37,29,10,7,12,26,30,-4
2023,12,Sevilla F. C.,49,38,13,10,15,47,54,-7,12,R. C. Celta de Vigo,36,29,9,9,11,36,40,-4
2023,13,R. C. Celta de Vigo,43,38,11,10,17,43,53,-10,13,Sevilla F. C.,35,29,9,8,12,35,44,-9
2023,14,Cádiz C. F.,42,38,10,12,16,30,53,-23,14,Real Valladolid C. F.,32,29,9,5,15,25,48,-23
2023,15,Getafe C. F.,42,38,10,12,16,34,45,-11,15,Getafe C. F.,31,29,7,10,12,27,36,-9
2023,16,Valencia C. F.,42,38,11,9,18,42,45,-3,16,Cádiz C. F.,31,29,7,10,12,23,42,-19
2023,17,U. D. Almería ,41,38,11,8,19,49,65,-16,17,U. D. Almería ,30,29,8,6,15,35,50,-15
2023,18,Real Valladolid C. F. ,40,38,11,7,20,33,63,-30,18,Valencia C. F.,27,29,7,6,16,30,36,-6
2023,19,R. C. D. Espanyol,37,38,8,13,17,52,69,-17,19,R. C. D. Espanyol,27,29,6,9,14,35,49,-14
2023,20,Elche C. F. ,25,38,5,10,23,30,67,-37,20,Elche C. F.,13,29,2,7,20,20,59,-39
